views,painting,size,medium,title,artistCountry,creator,pubDate,artist_NoOfArts,artist_followers,materials,favoriteCount,subject,price,
494,Acrylic and Oil,1115.1,Acrylic Oil, Amores de verano Painting by Edu Peñarroja,Uruguay,Edu Peñarroja,1.42128E+12,20,1,Wood,3,Body,1690,7.432483808
56,Acrylic,576,Acrylic Gesso Oil Ink Watercolor, BB original artwork by ManRabbit Painting by Man Rabbit,United States,Man Rabbit,1.43312E+12,6,0,Canvas Wood,0,Women,4410,8.391629968
29,Oil,1253.16,Oil, The Vanishing Painting by cathy golden,United Kingdom,cathy golden,1.45161E+12,13,2,Canvas,1,Animal,950,6.856461985
83,Oil,929.84,Oil, Istria Painting by Dunja Zubak,Croatia,Dunja Zubak,1.45161E+12,27,7,Canvas,3,Landscape,1190,7.081708586
41,Acrylic,413.01,Acrylic, Sensor Painting by Guillermo Castro,Costa Rica,Guillermo Castro,1.48323E+12,17,32,Canvas,3,Nature,7100,8.867850063
37,Acrylic,697.38,Acrylic, Beachrunner Painting by Matthias Kreher,Germany,Matthias Kreher,1.48323E+12,26,29,Other,0,Music,1340,7.200424893
19,Oil,4336.37,Oil, Tropical Monster Painting by Anastasia Russa,United Kingdom,Anastasia Russa,1.48323E+12,18,6,Canvas,0,Beach,6550,8.787220329
71,Acrylic and Spray Paint,720,Acrylic Spray Paint, Mr Monopoly Machine Gun Painting by Kirk Vianueva,United States,Kirk Vianueva,1.45161E+12,28,1,Canvas,0,Popular culture,3300,8.101677747
35,Acrylic,1087.44,Acrylic Watercolor Oil, Runaway of a gentle soul Painting by Valentina Brostean,Italy,Valentina Brostean,1.45161E+12,14,34,Canvas,0,Fantasy,1390,7.237059026
74,Acrylic,46.61,Acrylic, Portrait on wood 311213 Painting by Eva van den Hamsvoort,Netherlands,Eva van den Hamsvoort,1.357E+12,72,20,Other,0,Portrait,140,4.941642423
88,Acrylic,1241.1,Acrylic, Blue on red Painting by Hansjoerg Krehl,Germany,Hansjoerg Krehl,1.39424E+12,38,10,Canvas,0,Abstract,2250,7.718685495
542,Oil,543.72,Oil, COLORFUL MUSIC(GRAMOPHONE) Painting by A Kheder,Egypt,A Kheder,1.40028E+12,50,154,Canvas,2,Music,345,5.843544417
177,Acrylic,2162.25,Acrylic, yellow woman Painting by ANDRIJ HRABOVSKYJ,Ukraine,ANDRIJ HRABOVSKYJ,1.45161E+12,14,42,Canvas,17,Nude,660,6.492239835
11,Oil,244.26,Oil, Il castello di Cala Violina Painting by mirko serra,Italy,mirko serra,1.22187E+12,8,0,Canvas,0,Landscape,290,5.669880923
270,Acrylic,246.49,Acrylic Airbrush Digital Ink Fabric, Spider Web - Limited edition 1/10 enhanced print from acrylic color painting Painting by Dimitri Detchev,United States,Dimitri Detchev,1.38853E+12,13,0,Canvas,0,Nature,135,4.905274778
90,Gesso and Acrylic,1440,Gesso Acrylic, Torn Notes #1 Painting by Halina Plewak,Canada,Halina Plewak,1.42007E+12,29,1,Canvas,0,Music,1009,6.91671502
111,Acrylic,1486.8,Acrylic Paint Textile, IGGY (151) Painting by LUMP ART,Slovakia,LUMP ART,1.43312E+12,31,17,Canvas Other,4,Animal,4510,8.414052432
105,Acrylic and Tempera,388.09,Acrylic Tempera, Illusion of liberty Painting by Olga Shiryaeva,Russia,Olga Shiryaeva,1.39052E+12,41,8,Paper Other,1,Boat,560,6.327936784
159,Oil,565.39,Oil, surf in the dark Painting by CiroboARTE Borrelli,Italy,CiroboARTE Borrelli,1.45161E+12,22,2,Canvas,1,Seascape,880,6.779921907
62,Acrylic,309.29,Acrylic, Petrichor Painting by JV Totanes,Netherlands,JV Totanes,1.48323E+12,37,3,Canvas,0,Body,760,6.633318433
217,Oil and Gesso,472.8,Oil Gesso, Flower in spring Painting by Chen Xi,France,Chen Xi,1.4345E+12,65,17,Canvas,1,Floral,380,5.940171253
129,Oil,1735.65,Oil, Conveyor of science Painting by Mykola Dzhychka,Ukraine,Mykola Dzhychka,1.43225E+12,33,24,Canvas,0,Body,1450,7.279318835
14,Oil,64,Oil, Music Never Dies Painting by Nathan Miller,United States,Nathan Miller,1.45161E+12,6,0,Aluminium,0,Still Life,185,5.220355825
433,Oil,1296,Oil, White Monarch Painting by Wayne Weberbauer,,Wayne Weberbauer,1.2623E+12,21,0,Canvas,0,Animal,4610,8.435983136
112,Oil and Spray Paint,543.72,Oil Spray Paint, Selfie 1 Painting by Sorina Tibacov,Romania,Sorina Tibacov,1.437E+12,35,15,Canvas,1,Portrait,350,5.857933154
29,Acrylic,805,Acrylic Oil Spray Paint Gold, Vater und Sohn / Father and Son Painting by Frank Henning,Germany,Frank Henning,1.45161E+12,8,1,Canvas,0,Political,715,6.572282543
77,Oil,2160,Oil, Red White & Blue Flying Free Painting by Mel Sarbey,United States,Mel Sarbey,1.357E+12,20,0,Canvas,0,Nature,8200,9.011889433
127,Acrylic,456,Acrylic, Solar Flare Surfer Painting by Babatola Oguntoyinbo,,Babatola Oguntoyinbo,1.39355E+12,1,0,Wood,2,Science,2440,7.799753318
18,Acrylic,761.76,Acrylic Oil Watercolor Paint, What do you think? Painting by Eva Sol,Japan,Eva Sol,1.48323E+12,4,0,Canvas,0,Abstract,2170,7.682482447
24,Watercolor,144.84,Watercolor, Pink Roses and Agapanthus in a Jar Painting by Helen French,Australia,Helen French,1.2623E+12,3,0,Paper,0,Floral,260,5.560681631
45,Acrylic and cardboard,437,Acrylic cardboard, Shiva doing Tandava Painting by Ashmi Prasad,India,Ashmi Prasad,1.45161E+12,8,0,Canvas Cardboard,1,Religion,10750,9.282661034
203,Acrylic,2304,Acrylic, Marilyn by Rock Demarco Painting by Rock Demarco,,Rock Demarco,1.3881E+12,7,3,Canvas,2,Celebrity,12800,9.45720045
36,Oil,743.4,Oil, neue pläne Painting by veronika merl,Austria,veronika merl,1.357E+12,4,0,Canvas,0,Travel,1990,7.595889918
261,Acrylic and Ink,192,Acrylic Ink, Winter Morning Big Ben Elizabeth Tower London Painting by Richard Harpum,United Kingdom,Richard Harpum,1.41748E+12,50,10,Canvas,2,Architecture,1520,7.326465614
108,Oil,896,Oil, Wathing You #2 Painting by tom ferraro,United States,tom ferraro,1.40797E+12,23,4,Canvas,0,People,900,6.802394763
26,Oil,480,Oil, Conception,United States,Robyn Alatorre,1.357E+12,11,2,Canvas,0,Fantasy,1340,7.200424893
75,Oil,869.4,Oil, aged carpet Painting by Cevdet Kocaman,Denmark,Cevdet Kocaman,1.44962E+12,5,1,Canvas,0,Abstract,1340,7.200424893
102,charcoal,5151.46,charcoal acrylic watercolour, Robert Painting by NIC PLOWMAN,Australia,NIC PLOWMAN,1.38853E+12,17,13,Canvas,0,Nude,8600,9.059517482
28,Oil,543.72,Oil, Hajat - carrying the source of life Painting by mi luz,Poland,mi luz,1.45161E+12,6,0,Canvas,0,Portrait,970,6.877296071
250,Watercolor,93.22,Watercolor, RomaVilla Ada. Painting by Laura Grosso,,Laura Grosso,1.40288E+12,6,1,Paper,1,Tree,240,5.480638923
60,Oil and Acrylic,743.4,Oil Acrylic, To  Bowie Painting by Daniel Berdala,Spain,Daniel Berdala,1.45325E+12,23,27,Canvas,1,Abstract,3200,8.070906089
366,Oil,1162.3,Oil, People are differents - I try to bee in the middle  Painting by Piotr Figiel,Poland,Piotr Figiel,8.83613E+11,17,0,Canvas,0,People,11000,9.305650552
20,Acrylic,432,Acrylic, manhattanhenge Painting by Kim Guest,United States,Kim Guest,1.40331E+12,7,1,Canvas,0,Abstract,610,6.413458957
135,Acrylic,106.2,Acrylic Screenprinting Engraving, Labyrinthine Painting by Natasha Dijkhoff,United Kingdom,Natasha Dijkhoff,1.45161E+12,10,4,Wood,0,Abstract,290,5.669880923
10,Oil,576,Oil, Up Close and Personal Painting by Jenny Briggs,United States,Jenny Briggs,1.42007E+12,2,0,Canvas,0,Horse,2388,7.778211475
87,Oil,2304,Oil, Esprit de Lorean Falls Hard with Adams Painting by Donald Rissler,United States,Donald Rissler,1.41212E+12,20,18,Canvas,1,Automobile,3010,8.009695358
12,Oil,135.24,Oil, Siblings Painting by Kadi  Kaivo,Germany,Kadi  Kaivo,1.45161E+12,9,0,Canvas,0,People,290,5.669880923
59,Oil,543.72,Oil, Classical landscape. Night Painting by Leonid Polotsky,Russia,Leonid Polotsky,1.42007E+12,14,3,Canvas,2,Landscape,1290,7.162397497
40,Acrylic,192,Acrylic, Pool House Horizontal Painting by J D,Australia,J D,1.48323E+12,91,2,Canvas,0,Landscape,844,6.738152495
265,Oil,2092.14,Oil Acrylic Marker masking tape, Up Painting by Anna Glinkina,Russia,Anna Glinkina,1.42007E+12,11,13,Canvas,0,Architecture,2350,7.762170607
5,Acrylic,35,Acrylic Watercolor Ink Marker Gesso, BLUE WREN Painting by Sandy Deane,Australia,Sandy Deane,1.48323E+12,4,1,Other,0,Animal,395,5.978885765
74,Acrylic,1705.69,Acrylic Enamel Gesso Marker Paper, НЕФТЬ Painting by Serge LIs Eliseev,Russia,Serge LIs Eliseev,1.48323E+12,126,18,Canvas Paper,1,Portrait,1690,7.432483808
50,Oil,22500,Oil Watercolor Ink Gesso Pencil, W Cephei Painting by Miriam Da Silva,Switzerland,Miriam Da Silva,1.45161E+12,18,3,Canvas Cardboard Paper Other,0,Abstract,13000,9.472704636
36,Oil,250.6,Oil, Alita Painting by Benjamin V Walsh,Australia,Benjamin V Walsh,1.45161E+12,29,4,Paper,0,Nude,560,6.327936784
10,Oil,648,Oil, Infinity Painting by Carolyn Adams,United States,Carolyn Adams,1.42007E+12,17,3,Canvas,0,Abstract,1300,7.170119543
54,Oil,900,Oil, Cross at the roadside Painting by Terez Sulyok,Hungary,Terez Sulyok,1.3468E+12,5,0,Canvas,0,Landscape,1200,7.090076836
89,Acrylic,870.25,Acrylic Spray Paint Ink Graphite Paint, The Owner of Fate Painting by Luís Canário Rocha,Portugal,Luís Canário Rocha,1.38853E+12,12,16,Wood,2,Culture,1190,7.081708586
315,Acrylic,464.92,Acrylic, Composition #3 Painting by Alexandra Getsko,Ukraine,Alexandra Getsko,1.42007E+12,19,45,Canvas,2,Geometric,1240,7.122866659
18,Acrylic,96.04,Acrylic, Landscape II Painting by Katherine Vera,Colombia,Katherine Vera,1.45161E+12,8,4,Canvas,0,Abstract,345,5.843544417
58,Oil,1173.83,Oil, Someday They’ll Understand Painting by Yiull Damaso,South Africa,Yiull Damaso,9.46685E+11,11,4,Canvas,0,Celebrity,6950,8.846496939
25,Acrylic,912,Acrylic, flute player Painting by kishore ghosh,India,kishore ghosh,1.45161E+12,23,10,Canvas,0,Culture,1000,6.907755279
14,Acrylic,386.1,Acrylic Graphite Paper Tempera Ballpoint Pen, ...(...)... Painting by Mourisca CarlaRegina,Portugal,Mourisca CarlaRegina,1.42007E+12,9,0,Paper,0,World Culture,240,5.480638923
431,Fabric and Textile,170.66,Fabric Textile, We should be lovers Painting by Julie Sarloutte,France,Julie Sarloutte,1.42595E+12,6,10,Canvas Soft (Yarn Cotton Fabric),1,Love,760,6.633318433
81,Oil,660,Oil, Benevolence #2 Painting by Shahrokh Rezvani,United States,Shahrokh Rezvani,1.2623E+12,9,0,Paper,0,Love,3750,8.229511119
12,Oil,494.55,Oil Tempera Color Photogram, summer sun flower Painting by chuan shan,China,chuan shan,1.45161E+12,1,1,Canvas,1,Landscape,495,6.204557763
205,Oil,1532.82,Oil, HYBRID 1 Painting by Nicholas Pavlides,Greece,Nicholas Pavlides,1.4148E+12,23,18,Canvas,1,Popular culture,6550,8.787220329
325,Oil,388.09,Oil, structures Painting by Hanna Shumska,Ukraine,Hanna Shumska,1.42007E+12,29,132,Canvas,26,Landscape,650,6.476972363
338,Oil,432,Oil, Distant Vineyards Tuscany Painting by Loretta Feeney,United States,Loretta Feeney,1.40685E+12,3,3,Canvas,3,Landscape,2090,7.644919345
19,Oil,64,Oil, Under Water Painting by Debra Schaumberg,United States,Debra Schaumberg,1.45161E+12,5,0,Canvas,0,Water,580,6.363028104
33,Watercolor,97.11,Watercolor, The Maple Tree Painting by Ece Yurdakul,Turkey,Ece Yurdakul,1.48323E+12,1,0,Paper,0,Tree,345,5.843544417
180,Oil,553.22,Oil, Table Mountain Painting by Leon Botes,New Zealand,Leon Botes,1.41057E+12,10,0,Canvas,2,Landscape,230,5.438079309
836,Oil,2017.28,Oil, Mariposa Painting by Luz Elena Caballero,Netherlands,Luz Elena Caballero,1.41774E+12,9,2,Canvas,0,Women,2360,7.766416898
106,Acrylic,977.04,Acrylic, Wisdom Sleeping Painting by Donald Camilleri,Malta,Donald Camilleri,1.4199E+12,7,1,Canvas,0,Nature,940,6.845879875
6,mixed media,434.4,mixed media Acrylic gels, TRAVELERS 1 Painting by Deusa Blümke,Singapore,Deusa Blümke,1.45161E+12,31,1,Canvas Plastic Other,0,Abstract,1020,6.927557906
56,Oil,767.92,Oil, Self Portrait Painting by Paddy Simkins,United Kingdom,Paddy Simkins,1.35829E+12,19,2,Paper,0,People,1210,7.098375639
364,Acrylic and oil pastel,543.72,Acrylic oil pastel, Thursday Painting by Alina Rozhkova,Ukraine,Alina Rozhkova,1.42595E+12,13,2,Paper,0,Women,280,5.634789603
56,Oil,1092,Oil, LOVE Painting by Esra Atmaca,Turkey,Esra Atmaca,1.42007E+12,1,0,Canvas,0,Love,3750,8.229511119
65,Acrylic and Oil,3318.24,Acrylic Oil, Caballo y Tres Palomas Painting by marco caamaño,Chile,marco caamaño,1.23077E+12,25,12,Canvas,0,Animal,2190,7.691656823
100,Oil,202.86,Oil, Study of Portrait Series Painting by YoSeop Go,South Korea,YoSeop Go,1.42712E+12,21,2,Canvas,0,Portrait,880,6.779921907
61,Acrylic,182.52,Acrylic Gesso Spray Paint, Object-based Complexity Painting by Bobo Chan,Italy,Bobo Chan,1.45161E+12,11,2,Canvas,0,Abstract,6500,8.779557456
6,Acrylic,475,Acrylic, Veins Painting by Megan Ehiwe,United States,Megan Ehiwe,1.45161E+12,15,0,Paper,0,Portrait,180,5.192956851
48,Oil,139.24,Oil, rose Painting by lee haehyun,South Korea,lee haehyun,1.48038E+12,6,1,Canvas,0,Still Life,505,6.224558429
147,Acrylic,720,Acrylic, Untitled. 08/23/16. Painting by Carl Barnett,United States,Carl Barnett,1.45161E+12,41,32,Canvas,1,Abstract,950,6.856461985
161,Oil,342.25,Oil, Home scene with a cat Painting by shaul baz,Israel,shaul baz,1.44979E+12,43,4,Canvas,0,Home,850,6.745236349
79,Acrylic,1859.68,Acrylic, Secret days Painting by Line Schjolberg,Norway,Line Schjolberg,1.45161E+12,11,28,Canvas,4,Family,3550,8.174702882
120,Oil and Acrylic,1725,Oil Acrylic, Sleep or glamour selfie on cot Painting by Anton Kropotkinsky,,Anton Kropotkinsky,1.45161E+12,20,3,Canvas Other,1,Nude,12750,9.453286551
68,Acrylic,614.11,Acrylic, Woman Painting by Yuval Barel,Israel,Yuval Barel,1.45161E+12,7,0,Paper,0,Nude,760,6.633318433
15,Acrylic,1486.8,Acrylic, untitled Painting by máquina de escorrer,Brazil,máquina de escorrer,1.357E+12,9,0,Canvas,0,Body,3250,8.086410275
61,Oil,2880,Oil, Monets Bridge Painting by Rasa Kluonius,United States,Rasa Kluonius,1.23077E+12,10,0,Canvas,1,Nature,19000,9.852194258
117,Acrylic and pigments,525,Acrylic pigments, DANSE DES LIGNES Painting by KAT PIBOL,France,KAT PIBOL,1.45161E+12,20,0,Canvas,0,Abstract,560,6.327936784
26,Watercolor and Ink,432,Watercolor Ink, Sleep Devours Painting by Chris Jensen,United States,Chris Jensen,1.42007E+12,21,1,Paper,0,Portrait,310,5.736572297
161,Graphite,432,Graphite, Sleeping Yurika Painting by Christopher LoPresti,United States,Christopher LoPresti,1.45161E+12,134,71,Paper,3,Nude,1590,7.371489295
95,Acrylic,1200,Acrylic, Light Of Day Painting by Erik Gran,,Erik Gran,1.32538E+12,7,4,Canvas,0,Abstract,2210,7.700747795
18,Oil,135,Oil Acrylic Wax, Number Eight Painting by Susan Miller-Havens,United States,Susan Miller-Havens,1.19915E+12,15,6,Wood,0,Men,5160,8.548691858
88,Oil,252,Oil, Cardboard Guitar Painting by Cathal Gallagher,,Cathal Gallagher,1.35199E+12,8,1,Canvas,0,Abstract,560,6.327936784
289,Oil,543.72,Oil, Pintome yo Painting by Iñaki Duque,Spain,Iñaki Duque,8.52077E+11,29,152,Wood,18,Body,5410,8.596004372
141,Acrylic,2268,Acrylic, Il Mare Painting by Shari Alec Goldberg,United States,Shari Alec Goldberg,1.33635E+12,50,10,Other,1,Abstract,2260,7.723120092
53,Acrylic,1200,Acrylic, New beginning Painting by Anthony Salemme,United States,Anthony Salemme,1.40953E+12,19,29,Canvas,0,Abstract,1390,7.237059026
58,Oil,309.29,Oil, Rhino Animal Series #3 Painting by David Thao,France,David Thao,1.45161E+12,23,4,Canvas,3,Animal,500,6.214608098
20,Acrylic,543.72,Acrylic, Two sheeps grazing Painting by natalia omer,,natalia omer,1.45161E+12,16,0,Canvas,0,Beach,780,6.65929392
310,Oil,432,Oil, summer be-longing Painting by Dorota Zukowska,United States,Dorota Zukowska,1.3919E+12,47,35,Canvas,1,Erotic,1240,7.122866659
90,Acrylic,1144,Acrylic, Off the Richter Scale Painting by Mindy and Paul RodmanWhite,United States,Mindy and Paul RodmanWhite,1.42007E+12,51,9,Canvas Steel,0,Abstract,1610,7.383989458
112,Oil,5052.54,Oil, August Artichoke Painting by Kate Noble,United Kingdom,Kate Noble,1.40927E+12,13,3,Canvas,1,Landscape,4550,8.422882512
112,Acrylic,185.26,Acrylic, Autumn Leaves  Painting by DARCY wong,Hong Kong,DARCY wong,1.35259E+12,5,3,Canvas,3,Landscape,880,6.779921907
38,Acrylic and Paint,743.4,Acrylic Paint, Sunbathing Painting by Marija Stojic,Croatia,Marija Stojic,1.4364E+12,3,2,Canvas,2,Body,740,6.606650186
101,Coffee and Ink,432,Coffee Ink, New Market - Kolkata Painting by Debashis Dey,India,Debashis Dey,1.45161E+12,9,2,Paper,0,Architecture,1640,7.402451521
79,Oil and Paint,3456,Oil Paint, Warrior (Yoga Series) Painting by Yani Sheng,United States,Yani Sheng,1.45161E+12,5,0,Canvas,0,Women,1840,7.517520851
112,Acrylic,1440,Acrylic, Pinned on Red Painting by Abol Bahadori,United States,Abol Bahadori,1.29721E+12,34,5,Canvas,5,Abstract,3350,8.116715625
48,Airbrush,386.1,Airbrush Acrylic Chalk Coloured pencil, Thresher shark #1 Painting by Sarah Barnard,United Kingdom,Sarah Barnard,1.45161E+12,7,0,Cardboard,1,Animal,189.03,5.241905733
30,Acrylic,1242,Acrylic Spray Paint Household Resin, Different mood Painting by Andrii Solomatin,United States,Andrii Solomatin,1.45161E+12,16,1,Other,1,Abstract,4850,8.486733984
430,Watercolor,453.12,Watercolor, Abandoned light I Painting by Fabien Petillion,Belgium,Fabien Petillion,1.46232E+12,37,8,Paper,1,Architecture,760,6.633318433
467,Acrylic,866.25,Acrylic, From Limbo Series Painting by roxana manouchehri,Ireland,roxana manouchehri,1.43847E+12,6,15,Canvas,1,Architecture,1690,7.432483808
192,Acrylic and Spray Paint,576,Acrylic Spray Paint, SEX WAX Painting by Joanna Garel,United States,Joanna Garel,1.42656E+12,8,1,Canvas,1,Sport,1390,7.237059026
28,Acrylic,1477.35,Acrylic, black car Painting by tcholokava tengiz,Georgia,tcholokava tengiz,1.48323E+12,11,3,Canvas,0,Car,1640,7.402451521
22,Oil and Paper,246.49,Oil Paper, Jungle Rousseau Painting by Edyta Hul,Poland,Edyta Hul,1.48323E+12,67,21,Paper,1,Animal,240,5.480638923
46,Wood,825,Wood Wax New Media, Ghosts in the Machine Painting by Ferril Nawir,United States,Ferril Nawir,9.78307E+11,6,2,Other,0,Abstract,6050,8.707813551
231,Acrylic and Oil,1798,Acrylic Oil, Blossoms #1 Painting by Ryan Holland,United States,Ryan Holland,1.45247E+12,16,367,Canvas Other Wood,25,Abstract,2685,7.895436007
164,Oil,1038.94,Oil, Still life with grape Painting by Andrey Vishnevskiy,Russia,Andrey Vishnevskiy,1.32754E+12,61,4,Canvas,0,Still Life,559,6.326149473
27,Oil,2785.98,Oil Acrylic Tempera Color Full spectrum, Jazz Autumn Painting by Aldo Mustafa,Albania,Aldo Mustafa,1.45161E+12,4,0,Canvas Glass Steel Wood Carbon Fibre,1,Abstract,15999,9.680281499
106,Acrylic and Oil,580.8,Acrylic Oil, bored  III Painting by Silvia Knödlstorfer,Austria,Silvia Knödlstorfer,1.45187E+12,66,61,Canvas,0,People,680,6.522092798
121,Oil,616,Oil, Orange Sail (noon) Painting by Suren Nersisyan,United States,Suren Nersisyan,1.44141E+12,53,20,Canvas,2,Boat,480,6.173786104
35,Oil and Spray Paint,900,Oil Spray Paint, The Beasts Reflection Painting by Jon Klassen,,Jon Klassen,1.42681E+12,1,0,Canvas,0,Animal,905,6.807934944
19,Oil,1833,Oil, Horserace Painting by yavuz saracoglu,Turkey,yavuz saracoglu,1.23077E+12,23,2,Canvas,0,Horse,1990,7.595889918
81,Oil,576,Oil, Prickly Patch Painting by Caroline Kwas,United States,Caroline Kwas,1.45161E+12,3,0,Aluminium,0,Botanic,2350,7.762170607
208,Paint,1689.76,Paint, Master of Taoism Painting by THAO Vu Xuan,Vietnam,THAO Vu Xuan,-1.57766E+11,38,0,Cardboard,0,Religious,106000,11.57119437
26,Oil,616,Oil, Mysterious Light Painting by Jacques Descoteaux,Canada,Jacques Descoteaux,1.45161E+12,7,4,Canvas,1,Landscape,730,6.593044534
5,Oil,2559.03,Oil, Woman in the window Painting by Marcin Andrzej Telega,Poland,Marcin Andrzej Telega,1.45161E+12,35,6,Canvas,0,People,4410,8.391629968
52,Oil and Acrylic,309.29,Oil Acrylic, Orchid Painting by Kateryna Shuvalova,Ukraine,Kateryna Shuvalova,1.42007E+12,27,0,Canvas,1,Still Life,1030,6.937314081
571,Oil,2600.72,Oil, Birth Painting by Ανικητος Γιαννουδης,Greece,Ανικητος Γιαννουδης,1.19915E+12,27,51,Canvas,5,Nude,2750,7.919356191
159,Enamel,4320,Enamel Oil Paint, 2016 6 Painting by Peter Jablonski,United States,Peter Jablonski,1.45161E+12,43,10,Canvas,1,Abstract,1910,7.554858521
46,Oil,154,Oil Ink Paint Wax, Autumn Lake Park Painting by Sally Sharp,United States,Sally Sharp,1.38853E+12,5,0,Wood,0,Landscape,535,6.282266747
12,Acrylic,743.4,Acrylic, Seascape (grey) Painting by Tomasz Klimczyk,Poland,Tomasz Klimczyk,1.48323E+12,39,8,Canvas,0,Landscape,1240,7.122866659
33,Oil,1728,Oil, Yellow Lilies Painting by Val Robinson,United Kingdom,Val Robinson,1.38853E+12,9,0,Canvas,0,Still Life,1850,7.522940918
41,Oil,1020,Oil, Guy in Dress Painting by Samantha Terry,Canada,Samantha Terry,1.07292E+12,8,0,Canvas,0,Portrait,3750,8.229511119
67,Ballpoint Pen,1680,Ballpoint Pen Chalk Ink Marker, King Samo Painting by Joe Saunders,United States,Joe Saunders,1.45161E+12,19,7,Paper,1,People,310,5.736572297
204,Acrylic,648,Acrylic, Wash Painting by Helen Kilsby,Canada,Helen Kilsby,1.40158E+12,21,16,Canvas,1,Seascape,1390,7.237059026
